ep_id,month,avg_capacity_factor_hydro
5000474,6,0.88921
5000474,7,0.81042
5000474,8,0.50215
5000474,9,0.45436
5000474,10,0.47503
5000474,11,0.53975
5000474,12,0.60634
5000475,1,0.39063
5000475,2,0.40208
5000475,3,0.36042
5000475,4,0.42083
5000475,5,0.60833
5000475,6,0.72708
5000475,7,0.59271
5000475,8,0.44063
5000475,9,0.35938
5000475,10,0.30938
5000475,11,0.36042
5000475,12,0.47188
5000476,1,0.31250
5000476,2,0.31875
5000476,3,0.28750
5000476,4,0.33750
5000476,5,0.49375
5000476,6,0.61250
5000476,7,0.48750
5000476,8,0.35625
5000476,9,0.29375
5000476,10,0.25625
5000476,11,0.29375
5000476,12,0.38750
5000477,1,0.22250
5000477,2,0.20830
5000477,3,0.19520
5000477,4,0.24420
5000477,5,0.34830
5000477,6,0.58675
5000477,7,0.51740
5000477,8,0.33265
5000477,9,0.26835
5000477,10,0.26575
5000477,11,0.25435
5000477,12,0.25030
5000478,1,0.48582
5000478,2,0.50129
5000478,3,0.44845
5000478,4,0.51933
5000478,5,0.75129
5000478,6,0.83119
5000478,7,0.73325
5000478,8,0.54768
5000478,9,0.44845
5000478,10,0.38660
5000478,11,0.45232
5000478,12,0.58376
5000479,1,0.70507
5000479,2,0.68725
5000479,3,0.63479
5000479,4,0.69629
5000479,5,0.79719
5000479,6,0.87826
5000479,7,0.87626
5000479,8,0.73419
5000479,9,0.65437
5000479,10,0.65587
5000479,11,0.70858
5000479,12,0.81175
5000480,1,0.70507
5000480,2,0.68725
5000480,3,0.63479
5000480,4,0.69629
5000480,5,0.79719
5000480,6,0.87826
5000480,7,0.87626
5000480,8,0.73419
5000480,9,0.65437
5000480,10,0.65587
5000480,11,0.70858
5000480,12,0.81175
5000481,1,0.72941
5000481,2,0.75221
5000481,3,0.66838
5000481,4,0.76985
5000481,5,0.98382
5000481,6,0.99632
5000481,7,0.97500
5000481,8,0.81765
5000481,9,0.66838
5000481,10,0.57721
5000481,11,0.67279
5000481,12,0.86618
5000482,1,0.72941
5000482,2,0.75221
5000482,3,0.66838
5000482,4,0.76985
5000482,5,0.98382
5000482,6,0.99632
5000482,7,0.97500
5000482,8,0.81765
5000482,9,0.66838
5000482,10,0.57721
5000482,11,0.67279
5000482,12,0.86618
5000483,1,0.71165
5000483,2,0.73011
5000483,3,0.65057
5000483,4,0.75710
5000483,5,0.98864
5000483,6,1.00000
5000483,7,0.98295
5000483,8,0.78835
5000483,9,0.64631
5000483,10,0.55682
5000483,11,0.65199
5000483,12,0.84091
5000484,1,0.71165
5000484,2,0.73011
5000484,3,0.65057
5000484,4,0.75710
5000484,5,0.98864
5000484,6,1.00000
5000484,7,0.98295
5000484,8,0.78835
5000484,9,0.64631
5000484,10,0.55682
5000484,11,0.65199
5000484,12,0.84091
5000485,1,0.27965
5000485,2,0.27324
5000485,3,0.28686
5000485,4,0.33814
5000485,5,0.39022
5000485,6,0.44872
5000485,7,0.39984
5000485,8,0.33013
5000485,9,0.26522
5000485,10,0.22436
5000485,11,0.24439
5000485,12,0.27484
5000486,1,0.27965
5000486,2,0.27324
5000486,3,0.28686
5000486,4,0.33814
5000486,5,0.39022
5000486,6,0.44872
5000486,7,0.39984
5000486,8,0.33013
5000486,9,0.26522
5000486,10,0.22436
5000486,11,0.24439
5000486,12,0.27484
5000487,1,0.17473
5000487,2,0.16980
5000487,3,0.17787
5000487,4,0.21013
5000487,5,0.24507
5000487,6,0.27778
5000487,7,0.24955
5000487,8,0.20609
5000487,9,0.16711
5000487,10,0.13978
5000487,11,0.15188
5000487,12,0.17204
5000488,1,0.39063
5000488,2,0.38750
5000488,3,0.40313
5000488,4,0.47656
5000488,5,0.54219
5000488,6,0.62031
5000488,7,0.55625
5000488,8,0.46094
5000488,9,0.37344
5000488,10,0.31563
5000488,11,0.34063
5000488,12,0.38281
5000489,1,0.66875
5000489,2,0.71250
5000489,3,0.85000
5000489,4,0.95000
5000489,5,0.94375
5000489,6,0.95625
5000489,7,0.90625
5000489,8,0.82500
5000489,9,0.66875
5000489,10,0.51250
5000489,11,0.61875
5000489,12,0.62500
5000490,1,0.36806
5000490,2,0.38889
5000490,3,0.50694
5000490,4,0.54861
5000490,5,0.54861
5000490,6,0.56250
5000490,7,0.53472
5000490,8,0.40278
5000490,9,0.31250
5000490,10,0.25694
5000490,11,0.28472
5000490,12,0.29167
5000491,1,0.35313
5000491,2,0.37188
5000491,3,0.49063
5000491,4,0.52813
5000491,5,0.54063
5000491,6,0.55000
5000491,7,0.51563
5000491,8,0.39063
5000491,9,0.30938
5000491,10,0.23438
5000491,11,0.26875
5000491,12,0.28438
5000492,1,0.56250
5000492,2,0.57292
5000492,3,0.76042
5000492,4,0.81771
5000492,5,0.79688
5000492,6,0.84896
5000492,7,0.79167
5000492,8,0.69271
5000492,9,0.57292
5000492,10,0.42708
5000492,11,0.48438
5000492,12,0.48438
5000493,1,0.37500
5000493,2,0.40865
5000493,3,0.50962
5000493,4,0.58654
5000493,5,0.58173
5000493,6,0.59135
5000493,7,0.52404
5000493,8,0.45673
5000493,9,0.37019
5000493,10,0.27885
5000493,11,0.34135
5000493,12,0.35096
5000494,1,0.16160
5000494,2,0.16709
5000494,3,0.23845
5000494,4,0.28528
5000494,5,0.26029
5000494,6,0.21960
5000494,7,0.22304
5000494,8,0.18455
5000494,9,0.14920
5000494,10,0.12910
5000494,11,0.19932
5000494,12,0.11799
5000495,1,0.15196
5000495,2,0.17277
5000495,3,0.23158
5000495,4,0.30035
5000495,5,0.27738
5000495,6,0.28344
5000495,7,0.26007
5000495,8,0.22496
5000495,9,0.18247
5000495,10,0.14075
5000495,11,0.16780
5000495,12,0.16785
5000496,1,0.16160
5000496,2,0.16709
5000496,3,0.23845
5000496,4,0.28528
5000496,5,0.26029
5000496,6,0.21960
5000496,7,0.22304
5000496,8,0.18455
5000496,9,0.14920
5000496,10,0.12910
5000496,11,0.19932
5000496,12,0.11799
5000497,1,0.16160
5000497,2,0.16709
5000497,3,0.23845
5000497,4,0.28528
5000497,5,0.26029
5000497,6,0.21960
5000497,7,0.22304
5000497,8,0.18455
5000497,9,0.14920
5000497,10,0.12910
5000497,11,0.19932
5000497,12,0.11799
5000498,1,0.16160
5000498,2,0.16709
5000498,3,0.23845
5000498,4,0.28528
5000498,5,0.26029
5000498,6,0.21960
5000498,7,0.22304
5000498,8,0.18455
5000498,9,0.14920
5000498,10,0.12910
5000498,11,0.19932
5000498,12,0.11799
5000499,1,0.15196
5000499,2,0.17277
5000499,3,0.23158
5000499,4,0.30035
5000499,5,0.27738
5000499,6,0.28344
5000499,7,0.26007
5000499,8,0.22496
5000499,9,0.18247
5000499,10,0.14075
5000499,11,0.16780
5000499,12,0.16785
5000500,1,0.15196
5000500,2,0.17277
5000500,3,0.23158
5000500,4,0.30035
5000500,5,0.27738
5000500,6,0.28344
5000500,7,0.26007
5000500,8,0.22496
5000500,9,0.18247
5000500,10,0.14075
5000500,11,0.16780
5000500,12,0.16785
5000501,1,0.16160
5000501,2,0.16709
5000501,3,0.23845
5000501,4,0.28528
5000501,5,0.26029
5000501,6,0.21960
5000501,7,0.22304
5000501,8,0.18455
5000501,9,0.14920
5000501,10,0.12910
5000501,11,0.19932
5000501,12,0.11799
5000502,1,0.15196
5000502,2,0.17277
5000502,3,0.23158
5000502,4,0.30035
5000502,5,0.27738
5000502,6,0.28344
5000502,7,0.26007
5000502,8,0.22496
5000502,9,0.18247
5000502,10,0.14075
5000502,11,0.16780
5000502,12,0.16785
5000503,1,0.16160
5000503,2,0.16709
5000503,3,0.23845
5000503,4,0.28528
5000503,5,0.26029
5000503,6,0.21960
5000503,7,0.22304
5000503,8,0.18455
5000503,9,0.14920
5000503,10,0.12910
5000503,11,0.19932
5000503,12,0.11799
5000504,1,0.16160
5000504,2,0.16709
5000504,3,0.23845
5000504,4,0.28528
5000504,5,0.26029
5000504,6,0.21960
5000504,7,0.22304
5000504,8,0.18455
5000504,9,0.14920
5000504,10,0.12910
5000504,11,0.19932
5000504,12,0.11799
5000505,1,0.15196
5000505,2,0.17277
5000505,3,0.23158
5000505,4,0.30035
5000505,5,0.27738
5000505,6,0.28344
5000505,7,0.26007
5000505,8,0.22496
5000505,9,0.18247
5000505,10,0.14075
5000505,11,0.16780
5000505,12,0.16785
5000506,1,0.29545
5000506,2,0.28409
5000506,3,0.29545
5000506,4,0.28409
5000506,5,0.31818
5000506,6,0.34091
5000506,7,0.25000
5000506,8,0.18182
5000506,9,0.19318
5000506,10,0.18182
5000506,11,0.23864
5000506,12,0.25000
5000507,1,0.29545
5000507,2,0.28409
5000507,3,0.29545
5000507,4,0.28409
5000507,5,0.31818
5000507,6,0.34091
5000507,7,0.25000
5000507,8,0.18182
5000507,9,0.19318
5000507,10,0.18182
5000507,11,0.23864
5000507,12,0.25000
5000508,1,0.29545
5000508,2,0.28409
5000508,3,0.29545
5000508,4,0.28409
5000508,5,0.31818
5000508,6,0.34091
5000508,7,0.25000
5000508,8,0.18182
5000508,9,0.19318
5000508,10,0.18182
5000508,11,0.23864
5000508,12,0.25000
5000509,1,0.35600
5000509,2,0.33384
5000509,3,0.34612
5000509,4,0.33865
5000509,5,0.38539
5000509,6,0.40907
5000509,7,0.30041
5000509,8,0.22505
5000509,9,0.22834
5000509,10,0.23164
5000509,11,0.26900
5000509,12,0.30180
5000510,1,0.52500
5000510,2,0.49000
5000510,3,0.49250
5000510,4,0.47500
5000510,5,0.54250
5000510,6,0.56750
5000510,7,0.38250
5000510,8,0.28750
5000510,9,0.31750
5000510,10,0.33750
5000510,11,0.39250
5000510,12,0.45500
5000511,1,0.59722
5000511,2,0.55787
5000511,3,0.56713
5000511,4,0.54398
5000511,5,0.61111
5000511,6,0.64120
5000511,7,0.43519
5000511,8,0.32407
5000511,9,0.36806
5000511,10,0.38426
5000511,11,0.44444
5000511,12,0.51852
5000512,1,0.36458
5000512,2,0.34375
5000512,3,0.35417
5000512,4,0.36458
5000512,5,0.40625
5000512,6,0.41667
5000512,7,0.33333
5000512,8,0.26042
5000512,9,0.25000
5000512,10,0.25000
5000512,11,0.28125
5000512,12,0.32292
5000513,1,0.63079
5000513,2,0.60729
5000513,3,0.59800
5000513,4,0.49728
5000513,5,0.53967
5000513,6,0.53777
5000513,7,0.35050
5000513,8,0.19337
5000513,9,0.39988
5000513,10,0.42473
5000513,11,0.48857
5000513,12,0.55871
5000514,1,0.63079
5000514,2,0.60729
5000514,3,0.59800
5000514,4,0.49728
5000514,5,0.53967
5000514,6,0.53777
5000514,7,0.35050
5000514,8,0.19337
5000514,9,0.39988
5000514,10,0.42473
5000514,11,0.48857
5000514,12,0.55871
5000515,1,0.63079
5000515,2,0.60729
5000515,3,0.59800
5000515,4,0.49728
5000515,5,0.53967
5000515,6,0.53777
5000515,7,0.35050
5000515,8,0.19337
5000515,9,0.39988
5000515,10,0.42473
5000515,11,0.48857
5000515,12,0.55871
5000516,1,0.63079
5000516,2,0.60729
5000516,3,0.59800
5000516,4,0.49728
5000516,5,0.53967
5000516,6,0.53777
5000516,7,0.35050
5000516,8,0.19337
5000516,9,0.39988
5000516,10,0.42473
5000516,11,0.48857
5000516,12,0.55871
5000517,1,0.63079
5000517,2,0.60729
5000517,3,0.59800
5000517,4,0.49728
5000517,5,0.53967
5000517,6,0.53777
5000517,7,0.35050
5000517,8,0.19337
5000517,9,0.39988
5000517,10,0.42473
5000517,11,0.48857
5000517,12,0.55871
5000518,1,0.63079
5000518,2,0.60729
5000518,3,0.59800
5000518,4,0.49728
5000518,5,0.53967
5000518,6,0.53777
5000518,7,0.35050
5000518,8,0.19337
5000518,9,0.39988
5000518,10,0.42473
5000518,11,0.48857
5000518,12,0.55871
5000519,1,0.63079
5000519,2,0.60729
5000519,3,0.59800
5000519,4,0.49728
5000519,5,0.53967
5000519,6,0.53777
5000519,7,0.35050
5000519,8,0.19337
5000519,9,0.39988
5000519,10,0.42473
5000519,11,0.48857
5000519,12,0.55871
5000520,1,0.69638
5000520,2,0.63422
5000520,3,0.62671
5000520,4,0.62705
5000520,5,0.61270
5000520,6,0.56284
5000520,7,0.32650
5000520,8,0.23531
5000520,9,0.27664
5000520,10,0.32070
5000520,11,0.53518
5000520,12,0.65710
5000521,1,0.69638
5000521,2,0.63422
5000521,3,0.62671
5000521,4,0.62705
5000521,5,0.61270
5000521,6,0.56284
5000521,7,0.32650
5000521,8,0.23531
5000521,9,0.27664
5000521,10,0.32070
5000521,11,0.53518
5000521,12,0.65710
5000522,1,0.69638
5000522,2,0.63422
5000522,3,0.62671
5000522,4,0.62705
5000522,5,0.61270
5000522,6,0.56284
5000522,7,0.32650
5000522,8,0.23531
5000522,9,0.27664
5000522,10,0.32070
5000522,11,0.53518
5000522,12,0.65710
5000523,1,0.69638
5000523,2,0.63422
5000523,3,0.62671
5000523,4,0.62705
5000523,5,0.61270
5000523,6,0.56284
5000523,7,0.32650
5000523,8,0.23531
5000523,9,0.27664
5000523,10,0.32070
5000523,11,0.53518
5000523,12,0.65710
5000524,1,0.69638
5000524,2,0.63422
5000524,3,0.62671
5000524,4,0.62705
5000524,5,0.61270
5000524,6,0.56284
5000524,7,0.32650
5000524,8,0.23531
5000524,9,0.27664
5000524,10,0.32070
5000524,11,0.53518
5000524,12,0.65710
5000525,1,0.73223
5000525,2,0.66789
5000525,3,0.65441
5000525,4,0.63419
5000525,5,0.62224
5000525,6,0.60386
5000525,7,0.35907
5000525,8,0.25276
5000525,9,0.29565
5000525,10,0.33640
5000525,11,0.55974
5000525,12,0.68719
5000526,1,0.62206
5000526,2,0.59706
5000526,3,0.58946
5000526,4,0.57917
5000526,5,0.61642
5000526,6,0.61936
5000526,7,0.44191
5000526,8,0.35809
5000526,9,0.37353
5000526,10,0.42819
5000526,11,0.51471
5000526,12,0.57328
5000527,1,0.62206
5000527,2,0.59706
5000527,3,0.58946
5000527,4,0.57917
5000527,5,0.61642
5000527,6,0.61936
5000527,7,0.44191
5000527,8,0.35809
5000527,9,0.37353
5000527,10,0.42819
5000527,11,0.51471
5000527,12,0.57328
5000528,1,0.49842
5000528,2,0.37975
5000528,3,0.38344
5000528,4,0.39504
5000528,5,0.37078
5000528,6,0.34916
5000528,7,0.17985
5000528,8,0.13660
5000528,9,0.15243
5000528,10,0.17352
5000528,11,0.29378
5000528,12,0.33650
5000529,1,0.48411
5000529,2,0.46716
5000529,3,0.45021
5000529,4,0.42267
5000529,5,0.40360
5000529,6,0.41843
5000529,7,0.32521
5000529,8,0.22140
5000529,9,0.24364
5000529,10,0.28496
5000529,11,0.52648
5000529,12,0.58157
5000530,1,0.81383
5000530,2,0.76463
5000530,3,0.74269
5000530,4,0.79255
5000530,5,0.74801
5000530,6,0.68684
5000530,7,0.43883
5000530,8,0.31782
5000530,9,0.36902
5000530,10,0.41689
5000530,11,0.63497
5000530,12,0.75399
5000531,1,0.81383
5000531,2,0.76463
5000531,3,0.74269
5000531,4,0.79255
5000531,5,0.74801
5000531,6,0.68684
5000531,7,0.43883
5000531,8,0.31782
5000531,9,0.36902
5000531,10,0.41689
5000531,11,0.63497
5000531,12,0.75399
5000532,1,0.81383
5000532,2,0.76463
5000532,3,0.74269
5000532,4,0.79255
5000532,5,0.74801
5000532,6,0.68684
5000532,7,0.43883
5000532,8,0.31782
5000532,9,0.36902
5000532,10,0.41689
5000532,11,0.63497
5000532,12,0.75399
5000533,1,0.81383
5000533,2,0.76463
5000533,3,0.74269
5000533,4,0.79255
5000533,5,0.74801
5000533,6,0.68684
5000533,7,0.43883
5000533,8,0.31782
5000533,9,0.36902
5000533,10,0.41689
5000533,11,0.63497
5000533,12,0.75399
5000534,1,0.66563
5000534,2,0.61979
5000534,3,0.64271
5000534,4,0.61875
5000534,5,0.70417
5000534,6,0.75833
5000534,7,0.53958
5000534,8,0.39896
5000534,9,0.42292
5000534,10,0.43438
5000534,11,0.50313
5000534,12,0.57083
5000535,1,0.93669
5000535,2,0.95617
5000535,3,0.94968
5000535,4,0.94481
5000535,5,0.95292
5000535,6,0.79789
5000535,7,0.62744
5000535,8,0.51461
5000535,9,0.58198
5000535,10,0.61039
5000535,11,0.79221
5000535,12,0.93425
5000536,1,0.93669
5000536,2,0.95617
5000536,3,0.94968
5000536,4,0.94481
5000536,5,0.95292
5000536,6,0.79789
5000536,7,0.62744
5000536,8,0.51461
5000536,9,0.58198
5000536,10,0.61039
5000536,11,0.79221
5000536,12,0.93425
5000537,1,0.55694
5000537,2,0.52014
5000537,3,0.54167
5000537,4,0.51736
5000537,5,0.59931
5000537,6,0.62083
5000537,7,0.45208
5000537,8,0.34097
5000537,9,0.35903
5000537,10,0.36667
5000537,11,0.42778
5000537,12,0.48333
5000538,1,0.34000
5000538,2,0.34250
5000538,3,0.41250
5000538,4,0.52750
5000538,5,0.62250
5000538,6,0.65250
5000538,7,0.64250
5000538,8,0.54750
5000538,9,0.40000
5000538,10,0.29000
5000538,11,0.27750
5000538,12,0.30250
5000539,1,0.28620
5000539,2,0.25809
5000539,3,0.25645
5000539,4,0.26881
5000539,5,0.27657
5000539,6,0.27964
5000539,7,0.18985
5000539,8,0.14326
5000539,9,0.14950
5000539,10,0.15693
5000539,11,0.20363
5000539,12,0.25230
5000540,1,0.35250
5000540,2,0.33000
5000540,3,0.34167
5000540,4,0.32583
5000540,5,0.37833
5000540,6,0.40167
5000540,7,0.29250
5000540,8,0.21917
5000540,9,0.23083
5000540,10,0.23583
5000540,11,0.27167
5000540,12,0.30917
5000541,1,0.22356
5000541,2,0.20913
5000541,3,0.21827
5000541,4,0.20865
5000541,5,0.23846
5000541,6,0.25192
5000541,7,0.18365
5000541,8,0.13750
5000541,9,0.14519
5000541,10,0.14856
5000541,11,0.17163
5000541,12,0.19423
5000542,1,0.44063
5000542,2,0.42938
5000542,3,0.50625
5000542,4,0.62125
5000542,5,0.72438
5000542,6,0.71625
5000542,7,0.71813
5000542,8,0.61938
5000542,9,0.45625
5000542,10,0.36125
5000542,11,0.34938
5000542,12,0.37063
5000543,1,0.41250
5000543,2,0.40139
5000543,3,0.47361
5000543,4,0.58056
5000543,5,0.67778
5000543,6,0.67500
5000543,7,0.67083
5000543,8,0.57824
5000543,9,0.42593
5000543,10,0.33657
5000543,11,0.32824
5000543,12,0.34815
5000544,1,0.59471
5000544,2,0.56346
5000544,3,0.57260
5000544,4,0.53894
5000544,5,0.62500
5000544,6,0.66298
5000544,7,0.47404
5000544,8,0.34231
5000544,9,0.38125
5000544,10,0.39231
5000544,11,0.46058
5000544,12,0.51779
5000545,1,0.36600
5000545,2,0.29138
5000545,3,0.29525
5000545,4,0.29750
5000545,5,0.36988
5000545,6,0.37450
5000545,7,0.24150
5000545,8,0.18038
5000545,9,0.26225
5000545,10,0.31613
5000545,11,0.32963
5000545,12,0.29488
5000546,1,0.64917
5000546,2,0.60417
5000546,3,0.62583
5000546,4,0.59750
5000546,5,0.68833
5000546,6,0.74000
5000546,7,0.52583
5000546,8,0.39000
5000546,9,0.41833
5000546,10,0.42917
5000546,11,0.49833
5000546,12,0.56667
5000547,1,0.79911
5000547,2,0.74107
5000547,3,0.75893
5000547,4,0.73214
5000547,5,0.84821
5000547,6,0.87946
5000547,7,0.64732
5000547,8,0.48214
5000547,9,0.50893
5000547,10,0.53125
5000547,11,0.62054
5000547,12,0.70089
5000548,1,0.58929
5000548,2,0.58333
5000548,3,0.68452
5000548,4,0.82738
5000548,5,0.92857
5000548,6,0.94048
5000548,7,0.92262
5000548,8,0.81548
5000548,9,0.61905
5000548,10,0.49405
5000548,11,0.47619
5000548,12,0.51786
5000549,1,0.58929
5000549,2,0.58333
5000549,3,0.68452
5000549,4,0.82738
5000549,5,0.92857
5000549,6,0.94048
5000549,7,0.92262
5000549,8,0.81548
5000549,9,0.61905
5000549,10,0.49405
5000549,11,0.47619
5000549,12,0.51786
5000550,1,0.58929
5000550,2,0.58333
5000550,3,0.68452
5000550,4,0.82738
5000550,5,0.92857
5000550,6,0.94048
5000550,7,0.92262
5000550,8,0.81548
5000550,9,0.61905
5000550,10,0.49405
5000550,11,0.47619
5000550,12,0.51786
5000551,1,0.47866
5000551,2,0.45732
5000551,3,0.47561
5000551,4,0.47256
5000551,5,0.54878
5000551,6,0.60366
5000551,7,0.44207
5000551,8,0.33232
5000551,9,0.33537
5000551,10,0.32622
5000551,11,0.36890
5000551,12,0.41463
5000552,1,0.49773
5000552,2,0.47045
5000552,3,0.48409
5000552,4,0.46705
5000552,5,0.53750
5000552,6,0.57273
5000552,7,0.42045
5000552,8,0.31932
5000552,9,0.33068
5000552,10,0.33750
5000552,11,0.38864
5000552,12,0.44205
5000553,1,0.51000
5000553,2,0.48125
5000553,3,0.49438
5000553,4,0.47563
5000553,5,0.55063
5000553,6,0.59375
5000553,7,0.42875
5000553,8,0.32125
5000553,9,0.33875
5000553,10,0.34500
5000553,11,0.39938
5000553,12,0.45375
5000554,1,0.38281
5000554,2,0.37500
5000554,3,0.39063
5000554,4,0.39063
5000554,5,0.43750
5000554,6,0.48438
5000554,7,0.36719
5000554,8,0.28125
5000554,9,0.28125
5000554,10,0.25000
5000554,11,0.30469
5000554,12,0.32813
5000555,1,0.45219
5000555,2,0.27844
5000555,3,0.25516
5000555,4,0.31766
5000555,5,0.42094
5000555,6,0.29125
5000555,7,0.22063
5000555,8,0.16734
5000555,9,0.22250
5000555,10,0.21484
5000555,11,0.34547
5000555,12,0.49438
5000556,1,0.46512
5000556,2,0.42951
5000556,3,0.44695
5000556,4,0.43169
5000556,5,0.49419
5000556,6,0.52980
5000556,7,0.37718
5000556,8,0.27980
5000556,9,0.29578
5000556,10,0.30451
5000556,11,0.35465
5000556,12,0.40044
5000557,1,0.66125
5000557,2,0.61500
5000557,3,0.63750
5000557,4,0.61167
5000557,5,0.70542
5000557,6,0.76042
5000557,7,0.54083
5000557,8,0.40083
5000557,9,0.42500
5000557,10,0.43708
5000557,11,0.50792
5000557,12,0.57542
5000558,1,0.57986
5000558,2,0.57083
5000558,3,0.67847
5000558,4,0.81597
5000558,5,0.91389
5000558,6,0.93125
5000558,7,0.91181
5000558,8,0.80764
5000558,9,0.62292
5000558,10,0.48889
5000558,11,0.47083
5000558,12,0.50347
5000559,1,0.58750
5000559,2,0.55000
5000559,3,0.60000
5000559,4,0.60000
5000559,5,0.68750
5000559,6,0.76250
5000559,7,0.55000
5000559,8,0.41250
5000559,9,0.42500
5000559,10,0.40000
5000559,11,0.47500
5000559,12,0.52500
5000560,1,0.72799
5000560,2,0.67374
5000560,3,0.69969
5000560,4,0.67453
5000560,5,0.78066
5000560,6,0.81053
5000560,7,0.60299
5000560,8,0.44340
5000560,9,0.46148
5000560,10,0.47720
5000560,11,0.55503
5000560,12,0.62421
5000561,1,0.72799
5000561,2,0.67374
5000561,3,0.69969
5000561,4,0.67453
5000561,5,0.78066
5000561,6,0.81053
5000561,7,0.60299
5000561,8,0.44340
5000561,9,0.46148
5000561,10,0.47720
5000561,11,0.55503
5000561,12,0.62421
5000562,1,0.53925
5000562,2,0.50343
5000562,3,0.52325
5000562,4,0.50114
5000562,5,0.57470
5000562,6,0.61547
5000562,7,0.44398
5000562,8,0.32965
5000562,9,0.34870
5000562,10,0.35556
5000562,11,0.41197
5000562,12,0.46608
5000563,1,0.57765
5000563,2,0.54583
5000563,3,0.56591
5000563,4,0.53712
5000563,5,0.61932
5000563,6,0.66402
5000563,7,0.48447
5000563,8,0.36212
5000563,9,0.37955
5000563,10,0.38674
5000563,11,0.44621
5000563,12,0.50492
5000564,1,0.37906
5000564,2,0.28229
5000564,3,0.24552
5000564,4,0.28125
5000564,5,0.35438
5000564,6,0.33531
5000564,7,0.23865
5000564,8,0.22979
5000564,9,0.22229
5000564,10,0.22438
5000564,11,0.28625
5000564,12,0.33063
5000565,1,0.73291
5000565,2,0.68112
5000565,3,0.70842
5000565,4,0.68112
5000565,5,0.77934
5000565,6,0.82908
5000565,7,0.59643
5000565,8,0.44490
5000565,9,0.47066
5000565,10,0.48214
5000565,11,0.55969
5000565,12,0.63469
5000566,1,0.44318
5000566,2,0.44318
5000566,3,0.54545
5000566,4,0.67045
5000566,5,0.80682
5000566,6,0.82955
5000566,7,0.84091
5000566,8,0.73864
5000566,9,0.52273
5000566,10,0.39773
5000566,11,0.36364
5000566,12,0.38636
5000567,1,0.87000
5000567,2,0.80250
5000567,3,0.79625
5000567,4,0.87250
5000567,5,0.98250
5000567,6,0.98625
5000567,7,0.92625
5000567,8,0.74125
5000567,9,0.58250
5000567,10,0.62250
5000567,11,0.72500
5000567,12,0.79875
5000568,1,0.70066
5000568,2,0.67763
5000568,3,0.69737
5000568,4,0.65132
5000568,5,0.72039
5000568,6,0.75329
5000568,7,0.58553
5000568,8,0.42434
5000568,9,0.47697
5000568,10,0.49013
5000568,11,0.57237
5000568,12,0.64474
5000569,1,0.94648
5000569,2,0.91211
5000569,3,0.90742
5000569,4,0.87930
5000569,5,0.97227
5000569,6,0.99141
5000569,7,0.81328
5000569,8,0.61680
5000569,9,0.64453
5000569,10,0.66211
5000569,11,0.76719
5000569,12,0.86914
5000570,1,0.72049
5000570,2,0.67361
5000570,3,0.70313
5000570,4,0.66840
5000570,5,0.76563
5000570,6,0.82118
5000570,7,0.58854
5000570,8,0.43924
5000570,9,0.46181
5000570,10,0.47569
5000570,11,0.55035
5000570,12,0.62500
5000571,1,0.47500
5000571,2,0.46250
5000571,3,0.46250
5000571,4,0.42500
5000571,5,0.53750
5000571,6,0.56250
5000571,7,0.41250
5000571,8,0.27500
5000571,9,0.31250
5000571,10,0.32500
5000571,11,0.36250
5000571,12,0.41250
5000572,1,0.56458
5000572,2,0.52292
5000572,3,0.53958
5000572,4,0.52292
5000572,5,0.60625
5000572,6,0.65208
5000572,7,0.45972
5000572,8,0.34722
5000572,9,0.36528
5000572,10,0.37639
5000572,11,0.43889
5000572,12,0.49931
5000573,1,0.63182
5000573,2,0.59432
5000573,3,0.61023
5000573,4,0.58636
5000573,5,0.67727
5000573,6,0.73182
5000573,7,0.52727
5000573,8,0.38977
5000573,9,0.41023
5000573,10,0.41818
5000573,11,0.48409
5000573,12,0.54659
5000574,1,0.66197
5000574,2,0.61854
5000574,3,0.64202
5000574,4,0.61649
5000574,5,0.70628
5000574,6,0.75675
5000574,7,0.54548
5000574,8,0.40640
5000574,9,0.42694
5000574,10,0.43721
5000574,11,0.50704
5000574,12,0.57306
5000575,1,0.66197
5000575,2,0.61854
5000575,3,0.64202
5000575,4,0.61649
5000575,5,0.70628
5000575,6,0.75675
5000575,7,0.54548
5000575,8,0.40640
5000575,9,0.42694
5000575,10,0.43721
5000575,11,0.50704
5000575,12,0.57306
5000576,1,0.88594
5000576,2,0.85938
5000576,3,0.86250
5000576,4,0.84688
5000576,5,0.93438
5000576,6,0.96094
5000576,7,0.75469
5000576,8,0.56406
5000576,9,0.59844
5000576,10,0.61406
5000576,11,0.71250
5000576,12,0.81094
5000577,1,0.43021
5000577,2,0.39896
5000577,3,0.38750
5000577,4,0.43229
5000577,5,0.52813
5000577,6,0.60208
5000577,7,0.47292
5000577,8,0.36563
5000577,9,0.28438
5000577,10,0.30417
5000577,11,0.35521
5000577,12,0.39375
5000578,1,0.61250
5000578,2,0.59583
5000578,3,0.60833
5000578,4,0.62083
5000578,5,0.72500
5000578,6,0.77500
5000578,7,0.58333
5000578,8,0.44583
5000578,9,0.44583
5000578,10,0.42083
5000578,11,0.48333
5000578,12,0.53750
5000579,1,0.22794
5000579,2,0.21324
5000579,3,0.21324
5000579,4,0.23529
5000579,5,0.28676
5000579,6,0.33824
5000579,7,0.27206
5000579,8,0.20588
5000579,9,0.15441
5000579,10,0.15441
5000579,11,0.19118
5000579,12,0.20588
5000580,1,0.81154
5000580,2,0.76346
5000580,3,0.77885
