ep_id,month,avg_capacity_factor_hydro
5000105,2,0.16921
5000105,3,0.13073
5000105,4,0.12288
5000105,5,0.19487
5000105,6,0.21438
5000105,7,0.44381
5000105,8,0.53255
5000105,9,0.44625
5000105,10,0.38857
5000105,11,0.35178
5000105,12,0.32538
5000106,1,0.56944
5000106,2,0.56944
5000106,3,0.69444
5000106,4,0.86806
5000106,5,0.95833
5000106,6,0.97917
5000106,7,0.95833
5000106,8,0.88194
5000106,9,0.66667
5000106,10,0.48611
5000106,11,0.45139
5000106,12,0.49306
5000107,1,0.20000
5000107,2,0.20500
5000107,3,0.22500
5000107,4,0.26250
5000107,5,0.31000
5000107,6,0.31500
5000107,7,0.34750
5000107,8,0.31500
5000107,9,0.22250
5000107,10,0.19500
5000107,11,0.17750
5000107,12,0.18500
5000108,1,0.23361
5000108,2,0.22746
5000108,3,0.25820
5000108,4,0.31557
5000108,5,0.37500
5000108,6,0.37705
5000108,7,0.36270
5000108,8,0.31352
5000108,9,0.23361
5000108,10,0.19262
5000108,11,0.19262
5000108,12,0.21516
5000109,1,0.33681
5000109,2,0.34722
5000109,3,0.41319
5000109,4,0.52431
5000109,5,0.61111
5000109,6,0.63889
5000109,7,0.63194
5000109,8,0.53472
5000109,9,0.38889
5000109,10,0.29514
5000109,11,0.28125
5000109,12,0.29861
5000110,1,0.33807
5000110,2,0.30568
5000110,3,0.39640
5000110,4,0.46136
5000110,5,0.44318
5000110,6,0.46989
5000110,7,0.45568
5000110,8,0.45511
5000110,9,0.28125
5000110,10,0.29186
5000110,11,0.32708
5000110,12,0.35436
5000111,1,0.17083
5000111,2,0.17500
5000111,3,0.20833
5000111,4,0.25833
5000111,5,0.30417
5000111,6,0.30833
5000111,7,0.30833
5000111,8,0.25000
5000111,9,0.18750
5000111,10,0.14167
5000111,11,0.13333
5000111,12,0.14583
5000112,1,0.44656
5000112,2,0.23656
5000112,3,0.22719
5000112,4,0.26938
5000112,5,0.38375
5000112,6,0.46094
5000112,7,0.60031
5000112,8,0.62625
5000112,9,0.47000
5000112,10,0.38188
5000112,11,0.34563
5000112,12,0.37281
5000113,1,0.23622
5000113,2,0.26101
5000113,3,0.31472
5000113,4,0.34815
5000113,5,0.40043
5000113,6,0.37239
5000113,7,0.31511
5000113,8,0.31551
5000113,9,0.25982
5000113,10,0.16619
5000113,11,0.09767
5000113,12,0.15692
5000114,1,0.23622
5000114,2,0.26101
5000114,3,0.31472
5000114,4,0.34815
5000114,5,0.40043
5000114,6,0.37239
5000114,7,0.31511
5000114,8,0.31551
5000114,9,0.25982
5000114,10,0.16619
5000114,11,0.09767
5000114,12,0.15692
5000115,1,0.31944
5000115,2,0.31424
5000115,3,0.37153
5000115,4,0.44792
5000115,5,0.52604
5000115,6,0.53299
5000115,7,0.51563
5000115,8,0.43576
5000115,9,0.33681
5000115,10,0.26563
5000115,11,0.26215
5000115,12,0.28819
5000116,1,0.22222
5000116,2,0.15600
5000116,3,0.12940
5000116,4,0.14753
5000116,5,0.23052
5000116,6,0.12890
5000116,7,0.29234
5000116,8,0.32910
5000116,9,0.18970
5000116,10,0.12195
5000116,11,0.16819
5000116,12,0.19902
5000117,1,0.22222
5000117,2,0.15600
5000117,3,0.12940
5000117,4,0.14753
5000117,5,0.23052
5000117,6,0.12890
5000117,7,0.29234
5000117,8,0.32910
5000117,9,0.18970
5000117,10,0.12195
5000117,11,0.16819
5000117,12,0.19902
5000118,1,0.47869
5000118,2,0.20335
5000118,3,0.19201
5000118,4,0.20674
5000118,5,0.33747
5000118,6,0.42313
5000118,7,0.56658
5000118,8,0.67366
5000118,9,0.58651
5000118,10,0.57125
5000118,11,0.49035
5000118,12,0.43702
5000119,1,0.32045
5000119,2,0.31761
5000119,3,0.37386
5000119,4,0.44744
5000119,5,0.52756
5000119,6,0.53693
5000119,7,0.52074
5000119,8,0.44290
5000119,9,0.33494
5000119,10,0.26989
5000119,11,0.26705
5000119,12,0.29375
5000120,1,0.45357
5000120,2,0.48571
5000120,3,0.60893
5000120,4,0.66964
5000120,5,0.73036
5000120,6,0.67500
5000120,7,0.55893
5000120,8,0.54464
5000120,9,0.39107
5000120,10,0.29107
5000120,11,0.22143
5000120,12,0.27679
5000121,1,0.46384
5000121,2,0.47314
5000121,3,0.55682
5000121,4,0.62913
5000121,5,0.57541
5000121,6,0.58678
5000121,7,0.52893
5000121,8,0.32645
5000121,9,0.40496
5000121,10,0.41529
5000121,11,0.39153
5000121,12,0.35434
5000122,1,0.38258
5000122,2,0.35937
5000122,3,0.37175
5000122,4,0.48603
5000122,5,0.66298
5000122,6,0.67460
5000122,7,0.68504
5000122,8,0.52448
5000122,9,0.23071
5000122,10,0.18992
5000122,11,0.19980
5000122,12,0.25706
5000123,1,0.37500
5000123,2,0.35833
5000123,3,0.42500
5000123,4,0.50833
5000123,5,0.60000
5000123,6,0.60000
5000123,7,0.58333
5000123,8,0.49167
5000123,9,0.37500
5000123,10,0.30000
5000123,11,0.28333
5000123,12,0.33333
5000124,1,0.27500
5000124,2,0.27750
5000124,3,0.33000
5000124,4,0.42250
5000124,5,0.50000
5000124,6,0.52000
5000124,7,0.51500
5000124,8,0.44000
5000124,9,0.31500
5000124,10,0.23000
5000124,11,0.22500
5000124,12,0.24250
5000125,1,0.61607
5000125,2,0.58929
5000125,3,0.64286
5000125,4,0.70536
5000125,5,0.74107
5000125,6,0.66071
5000125,7,0.53571
5000125,8,0.42857
5000125,9,0.35714
5000125,10,0.36607
5000125,11,0.44643
5000125,12,0.51786
5000126,1,0.44478
5000126,2,0.43479
5000126,3,0.56775
5000126,4,0.58570
5000126,5,0.62348
5000126,6,0.54709
5000126,7,0.50423
5000126,8,0.48814
5000126,9,0.35976
5000126,10,0.31402
5000126,11,0.30268
5000126,12,0.37500
5000127,1,0.44478
5000127,2,0.43479
5000127,3,0.56775
5000127,4,0.58570
5000127,5,0.62348
5000127,6,0.54709
5000127,7,0.50423
5000127,8,0.48814
5000127,9,0.35976
5000127,10,0.31402
5000127,11,0.30268
5000127,12,0.37500
5000128,1,0.29375
5000128,2,0.29375
5000128,3,0.34375
5000128,4,0.37500
5000128,5,0.43750
5000128,6,0.43125
5000128,7,0.44375
5000128,8,0.40000
5000128,9,0.28750
5000128,10,0.24375
5000128,11,0.23750
5000128,12,0.24375
5000129,1,0.20000
5000129,2,0.24773
5000129,3,0.32500
5000129,4,0.29091
5000129,5,0.51136
5000129,6,0.57273
5000129,7,0.60000
5000129,8,0.58182
5000129,9,0.50909
5000129,10,0.37500
5000129,11,0.28409
5000129,12,0.27727
5000130,1,0.46943
5000130,2,0.51155
5000130,3,0.49864
5000130,4,0.62024
5000130,5,0.56861
5000130,6,0.77174
5000130,7,0.71264
5000130,8,0.61957
5000130,9,0.44973
5000130,10,0.35938
5000130,11,0.35258
5000130,12,0.41780
5000131,1,0.18369
5000131,2,0.15701
5000131,3,0.20325
5000131,4,0.27846
5000131,5,0.32825
5000131,6,0.36026
5000131,7,0.28760
5000131,8,0.24593
5000131,9,0.15269
5000131,10,0.11636
5000131,11,0.09172
5000131,12,0.11941
5000132,1,0.18369
5000132,2,0.15701
5000132,3,0.20325
5000132,4,0.27846
5000132,5,0.32825
5000132,6,0.36026
5000132,7,0.28760
5000132,8,0.24593
5000132,9,0.15269
5000132,10,0.11636
5000132,11,0.09172
5000132,12,0.11941
5000133,1,0.18369
5000133,2,0.15701
5000133,3,0.20325
5000133,4,0.27846
5000133,5,0.32825
5000133,6,0.36026
5000133,7,0.28760
5000133,8,0.24593
5000133,9,0.15269
5000133,10,0.11636
5000133,11,0.09172
5000133,12,0.11941
5000134,1,0.53955
5000134,2,0.55603
5000134,3,0.63606
5000134,4,0.75989
5000134,5,0.86605
5000134,6,0.74906
5000134,7,0.78814
5000134,8,0.74459
5000134,9,0.45457
5000134,10,0.40160
5000134,11,0.44185
5000134,12,0.51977
5000135,1,0.47670
5000135,2,0.33864
5000135,3,0.39432
5000135,4,0.59886
5000135,5,0.66307
5000135,6,0.65398
5000135,7,0.60227
5000135,8,0.57330
5000135,9,0.35341
5000135,10,0.34886
5000135,11,0.38580
5000135,12,0.43750
5000136,1,0.30769
5000136,2,0.30540
5000136,3,0.35897
5000136,4,0.43590
5000136,5,0.51694
5000136,6,0.52473
5000136,7,0.51007
5000136,8,0.43636
5000136,9,0.32509
5000136,10,0.25962
5000136,11,0.25595
5000136,12,0.28388
5000137,1,0.32760
5000137,2,0.42026
5000137,3,0.39081
5000137,4,0.56816
5000137,5,0.61649
5000137,6,0.69462
5000137,7,0.86460
5000137,8,0.81410
5000137,9,0.57368
5000137,10,0.41011
5000137,11,0.44206
5000137,12,0.40890
5000138,1,0.38500
5000138,2,0.37938
5000138,3,0.44625
5000138,4,0.53625
5000138,5,0.63625
5000138,6,0.64188
5000138,7,0.62688
5000138,8,0.53375
5000138,9,0.40188
5000138,10,0.32375
5000138,11,0.31750
5000138,12,0.34563
5000139,1,0.32548
5000139,2,0.32488
5000139,3,0.38514
5000139,4,0.45943
5000139,5,0.54177
5000139,6,0.55221
5000139,7,0.53848
5000139,8,0.45973
5000139,9,0.34636
5000139,10,0.27774
5000139,11,0.27237
5000139,12,0.30430
5000140,1,0.25776
5000140,2,0.26207
5000140,3,0.31466
5000140,4,0.40603
5000140,5,0.48534
5000140,6,0.50948
5000140,7,0.49741
5000140,8,0.42414
5000140,9,0.30690
5000140,10,0.22414
5000140,11,0.21638
5000140,12,0.23879
5000141,1,0.37500
5000141,2,0.36928
5000141,3,0.43546
5000141,4,0.52206
5000141,5,0.61029
5000141,6,0.61765
5000141,7,0.59314
5000141,8,0.50082
5000141,9,0.38317
5000141,10,0.30801
5000141,11,0.30719
5000141,12,0.33252
5000142,1,0.23125
5000142,2,0.23750
5000142,3,0.28125
5000142,4,0.36250
5000142,5,0.44375
5000142,6,0.45625
5000142,7,0.46875
5000142,8,0.38750
5000142,9,0.28125
5000142,10,0.20000
5000142,11,0.18750
5000142,12,0.20000
5000143,1,0.18068
5000143,2,0.17443
5000143,3,0.20852
5000143,4,0.24773
5000143,5,0.28409
5000143,6,0.29091
5000143,7,0.27898
5000143,8,0.23466
5000143,9,0.17955
5000143,10,0.14375
5000143,11,0.14375
5000143,12,0.15341
5000144,1,0.37592
5000144,2,0.39890
5000144,3,0.41085
5000144,4,0.50276
5000144,5,0.59007
5000144,6,0.57721
5000144,7,0.59926
5000144,8,0.56893
5000144,9,0.46232
5000144,10,0.25184
5000144,11,0.23438
5000144,12,0.34007
5000145,1,0.28774
5000145,2,0.34434
5000145,3,0.38679
5000145,4,0.35849
5000145,5,0.45991
5000145,6,0.32547
5000145,7,0.25000
5000145,8,0.24528
5000145,9,0.37264
5000145,10,0.35613
5000145,11,0.19575
5000145,12,0.31368
5000146,1,0.25735
5000146,2,0.25919
5000146,3,0.30882
5000146,4,0.39890
5000146,5,0.46875
5000146,6,0.49265
5000146,7,0.47978
5000146,8,0.41360
5000146,9,0.29779
5000146,10,0.21875
5000146,11,0.21140
5000146,12,0.22978
5000147,1,0.35625
5000147,2,0.35250
5000147,3,0.39000
5000147,4,0.41750
5000147,5,0.46375
5000147,6,0.46500
5000147,7,0.44250
5000147,8,0.40500
5000147,9,0.29750
5000147,10,0.31375
5000147,11,0.31875
5000147,12,0.34875
5000148,1,0.47875
5000148,2,0.47750
5000148,3,0.53125
5000148,4,0.58000
5000148,5,0.64625
5000148,6,0.62750
5000148,7,0.60750
5000148,8,0.57250
5000148,9,0.43875
5000148,10,0.44375
5000148,11,0.44250
5000148,12,0.46375
5000149,1,0.16000
5000149,2,0.16125
5000149,3,0.19375
5000149,4,0.24750
5000149,5,0.29125
5000149,6,0.30000
5000149,7,0.29750
5000149,8,0.25125
5000149,9,0.18375
5000149,10,0.13375
5000149,11,0.12625
5000149,12,0.13625
5000150,1,0.16000
5000150,2,0.16125
5000150,3,0.19375
5000150,4,0.24750
5000150,5,0.29125
5000150,6,0.30000
5000150,7,0.29750
5000150,8,0.25125
5000150,9,0.18375
5000150,10,0.13375
5000150,11,0.12625
5000150,12,0.13625
5000151,1,0.20608
5000151,2,0.20946
5000151,3,0.22635
5000151,4,0.29054
5000151,5,0.32432
5000151,6,0.34459
5000151,7,0.32770
5000151,8,0.28716
5000151,9,0.20608
5000151,10,0.15878
5000151,11,0.15878
5000151,12,0.15878
5000152,1,0.52961
5000152,2,0.52467
5000152,3,0.72039
5000152,4,0.82401
5000152,5,0.90954
5000152,6,0.87336
5000152,7,0.82895
5000152,8,0.69079
5000152,9,0.56414
5000152,10,0.50000
5000152,11,0.49507
5000152,12,0.56579
5000153,1,0.43654
5000153,2,0.47316
5000153,3,0.56450
5000153,4,0.53559
5000153,5,0.54864
5000153,6,0.48539
5000153,7,0.43231
5000153,8,0.42275
5000153,9,0.38746
5000153,10,0.35899
5000153,11,0.36114
5000153,12,0.38605
5000154,1,0.43654
5000154,2,0.47316
5000154,3,0.56450
5000154,4,0.53559
5000154,5,0.54864
5000154,6,0.48539
5000154,7,0.43231
5000154,8,0.42275
5000154,9,0.38746
5000154,10,0.35899
5000154,11,0.36114
5000154,12,0.38605
5000155,1,0.33733
5000155,2,0.35760
5000155,3,0.40927
5000155,4,0.48817
5000155,5,0.57843
5000155,6,0.55500
5000155,7,0.48329
5000155,8,0.48677
5000155,9,0.40424
5000155,10,0.26508
5000155,11,0.16468
5000155,12,0.22734
5000156,1,0.33733
5000156,2,0.35760
5000156,3,0.40927
5000156,4,0.48817
5000156,5,0.57843
5000156,6,0.55500
5000156,7,0.48329
5000156,8,0.48677
5000156,9,0.40424
5000156,10,0.26508
5000156,11,0.16468
5000156,12,0.22734
5000157,1,0.21125
5000157,2,0.20500
5000157,3,0.24000
5000157,4,0.29000
5000157,5,0.33875
5000157,6,0.34375
5000157,7,0.32375
5000157,8,0.27375
5000157,9,0.20875
5000157,10,0.17000
5000157,11,0.16875
5000157,12,0.18250
5000158,1,0.09156
5000158,2,0.10873
5000158,3,0.15350
5000158,4,0.19819
5000158,5,0.20167
5000158,6,0.34084
5000158,7,0.44689
5000158,8,0.42220
5000158,9,0.40002
5000158,10,0.26838
5000158,11,0.17511
5000158,12,0.10104
5000159,1,0.20455
5000159,2,0.22727
5000159,3,0.26136
5000159,4,0.34091
5000159,5,0.39773
5000159,6,0.40909
5000159,7,0.43182
5000159,8,0.37500
5000159,9,0.25000
5000159,10,0.18182
5000159,11,0.18182
5000159,12,0.18182
5000160,1,0.16071
5000160,2,0.16582
5000160,3,0.19643
5000160,4,0.25255
5000160,5,0.30357
5000160,6,0.32908
5000160,7,0.31633
5000160,8,0.27041
5000160,9,0.19643
5000160,10,0.14541
5000160,11,0.14031
5000160,12,0.15306
5000161,1,0.70875
5000161,2,0.70125
5000161,3,0.81250
5000161,4,0.93750
5000161,5,1.00000
5000161,6,0.99750
5000161,7,1.00000
5000161,8,0.95750
5000161,9,0.75500
5000161,10,0.60125
5000161,11,0.58500
5000161,12,0.63750
5000162,1,0.28942
5000162,2,0.26346
5000162,3,0.30994
5000162,4,0.38771
5000162,5,0.50748
5000162,6,0.60182
5000162,7,0.66816
5000162,8,0.56998
5000162,9,0.41859
5000162,10,0.32169
5000162,11,0.26357
5000162,12,0.26720
5000163,1,0.28942
5000163,2,0.26346
5000163,3,0.30994
5000163,4,0.38771
5000163,5,0.50748
5000163,6,0.60182
5000163,7,0.66816
5000163,8,0.56998
5000163,9,0.41859
5000163,10,0.32169
5000163,11,0.26357
5000163,12,0.26720
5000164,1,0.49583
5000164,2,0.58333
5000164,3,0.71250
5000164,4,0.82500
5000164,5,0.88333
5000164,6,0.82917
5000164,7,0.75000
5000164,8,0.62917
5000164,9,0.48333
5000164,10,0.41250
5000164,11,0.37500
5000164,12,0.47500
5000165,1,0.29643
5000165,2,0.29643
5000165,3,0.34286
5000165,4,0.39286
5000165,5,0.46786
5000165,6,0.47143
5000165,7,0.46429
5000165,8,0.41429
5000165,9,0.31071
5000165,10,0.24286
5000165,11,0.23214
5000165,12,0.26071
5000166,1,0.22500
5000166,2,0.22500
5000166,3,0.26250
5000166,4,0.29375
5000166,5,0.43750
5000166,6,0.45000
5000166,7,0.43125
5000166,8,0.38125
5000166,9,0.30625
5000166,10,0.23125
5000166,11,0.23750
5000166,12,0.23125
5000167,1,0.15638
5000167,2,0.05567
5000167,3,0.16177
5000167,4,0.20614
5000167,5,0.27395
5000167,6,0.34244
5000167,7,0.25034
5000167,8,0.15182
5000167,9,0.09480
5000167,10,0.03408
5000167,11,0.06005
5000167,12,0.06748
5000168,1,0.46975
5000168,2,0.43056
5000168,3,0.42776
5000168,4,0.48267
5000168,5,0.58656
5000168,6,0.68529
5000168,7,0.69175
5000168,8,0.72071
5000168,9,0.61876
5000168,10,0.18023
5000168,11,0.38846
5000168,12,0.53682
5000169,1,0.31250
5000169,2,0.32212
5000169,3,0.37981
5000169,4,0.48558
5000169,5,0.56250
5000169,6,0.59615
5000169,7,0.59135
5000169,8,0.50481
5000169,9,0.35577
5000169,10,0.26442
5000169,11,0.25962
5000169,12,0.27404
5000170,1,0.36739
5000170,2,0.36413
5000170,3,0.42609
5000170,4,0.50978
5000170,5,0.59130
5000170,6,0.59891
5000170,7,0.59022
5000170,8,0.50870
5000170,9,0.37500
5000170,10,0.30109
5000170,11,0.29891
5000170,12,0.32391
5000171,1,0.18813
5000171,2,0.18520
5000171,3,0.21906
5000171,4,0.28135
5000171,5,0.31856
5000171,6,0.33152
5000171,7,0.32191
5000171,8,0.27425
5000171,9,0.19858
5000171,10,0.14632
5000171,11,0.14089
5000171,12,0.14590
5000172,1,0.36765
5000172,2,0.45711
5000172,3,0.45833
5000172,4,0.52941
5000172,5,0.67402
5000172,6,0.67034
5000172,7,0.46078
5000172,8,0.43873
5000172,9,0.75735
5000172,10,0.50123
5000172,11,0.35539
5000172,12,0.52696
5000173,1,0.45824
5000173,2,0.47618
5000173,3,0.56237
5000173,4,0.61269
5000173,5,0.73742
5000173,6,0.68362
5000173,7,0.70021
5000173,8,0.52703
5000173,9,0.22136
5000173,10,0.21119
5000173,11,0.23019
5000173,12,0.27703
5000174,1,0.21875
5000174,2,0.23958
5000174,3,0.27083
5000174,4,0.35417
5000174,5,0.40625
5000174,6,0.43750
5000174,7,0.43750
5000174,8,0.36458
5000174,9,0.25000
5000174,10,0.17708
5000174,11,0.18750
5000174,12,0.18750
5000175,1,0.35236
5000175,2,0.35335
5000175,3,0.33465
5000175,4,0.34055
5000175,5,0.28346
5000175,6,0.20374
5000175,7,0.15551
5000175,8,0.14075
5000175,9,0.16043
5000175,10,0.11024
5000175,11,0.19783
5000175,12,0.36122
5000176,1,0.24107
5000176,2,0.30357
5000176,3,0.35714
5000176,4,0.48214
5000176,5,0.66964
5000176,6,0.72321
5000176,7,0.60714
5000176,8,0.68750
5000176,9,0.41964
5000176,10,0.29464
5000176,11,0.27679
5000176,12,0.28571
5000177,1,0.17750
5000177,2,0.17500
5000177,3,0.21000
5000177,4,0.26000
5000177,5,0.30250
5000177,6,0.31500
5000177,7,0.30250
5000177,8,0.25500
5000177,9,0.19000
5000177,10,0.14250
5000177,11,0.13750
5000177,12,0.14750
5000178,1,0.43648
5000178,2,0.43238
5000178,3,0.51025
5000178,4,0.60656
5000178,5,0.71926
5000178,6,0.73156
5000178,7,0.70902
5000178,8,0.60041
5000178,9,0.45697
5000178,10,0.36680
5000178,11,0.36270
5000178,12,0.39959
5000179,1,0.39288
5000179,2,0.37066
5000179,3,0.43605
5000179,4,0.52691
5000179,5,0.54931
5000179,6,0.47760
5000179,7,0.45267
5000179,8,0.41329
5000179,9,0.36091
5000179,10,0.32099
5000179,11,0.32677
5000179,12,0.36958
5000180,1,0.53464
5000180,2,0.54806
5000180,3,0.58146
5000180,4,0.58224
5000180,5,0.62781
5000180,6,0.52138
5000180,7,0.43040
5000180,8,0.40886
5000180,9,0.37594
5000180,10,0.39778
5000180,11,0.42525
5000180,12,0.45693
5000181,1,0.52926
5000181,2,0.52684
5000181,3,0.57979
5000181,4,0.56588
5000181,5,0.56262
5000181,6,0.51656
5000181,7,0.44209
5000181,8,0.42880
5000181,9,0.39047
5000181,10,0.38177
5000181,11,0.39664
5000181,12,0.47522
5000182,1,0.66058
5000182,2,0.70992
5000182,3,0.81391
5000182,4,0.80650
5000182,5,0.82053
5000182,6,0.68494
5000182,7,0.56391
5000182,8,0.53787
5000182,9,0.49329
5000182,10,0.51192
5000182,11,0.55394
5000182,12,0.56806
5000183,1,0.45991
5000183,2,0.49242
5000183,3,0.58807
5000183,4,0.61458
5000183,5,0.67393
5000183,6,0.57891
5000183,7,0.55145
5000183,8,0.49511
5000183,9,0.40688
5000183,10,0.35354
5000183,11,0.34833
5000183,12,0.40893
5000184,1,0.52140
5000184,2,0.61362
5000184,3,0.74055
5000184,4,0.67828
5000184,5,0.67771
5000184,6,0.50956
5000184,7,0.42168
5000184,8,0.38786
5000184,9,0.35485
5000184,10,0.34893
5000184,11,0.37022
5000184,12,0.46425
5000185,1,0.40485
5000185,2,0.44144
5000185,3,0.61616
5000185,4,0.62693
5000185,5,0.63515
5000185,6,0.50175
5000185,7,0.42840
5000185,8,0.41238
5000185,9,0.32082
5000185,10,0.32896
5000185,11,0.31127
5000185,12,0.35303
5000186,1,0.23864
5000186,2,0.25000
5000186,3,0.29545
5000186,4,0.36364
5000186,5,0.40909
5000186,6,0.44318
5000186,7,0.43182
5000186,8,0.38636
5000186,9,0.27273
5000186,10,0.20455
5000186,11,0.20455
5000186,12,0.20455
5000187,1,0.42819
5000187,2,0.42021
5000187,3,0.40160
5000187,4,0.42952
5000187,5,0.46941
5000187,6,0.44814
5000187,7,0.42553
5000187,8,0.40957
5000187,9,0.34176
5000187,10,0.28590
5000187,11,0.18351
5000187,12,0.25399
5000188,1,0.42819
5000188,2,0.42021
5000188,3,0.40160
5000188,4,0.42952
5000188,5,0.46941
5000188,6,0.44814
5000188,7,0.42553
5000188,8,0.40957
5000188,9,0.34176
5000188,10,0.28590
5000188,11,0.18351
5000188,12,0.25399
5000189,1,0.42819
5000189,2,0.42021
5000189,3,0.40160
5000189,4,0.42952
5000189,5,0.46941
5000189,6,0.44814
5000189,7,0.42553
5000189,8,0.40957
5000189,9,0.34176
5000189,10,0.28590
5000189,11,0.18351
5000189,12,0.25399
5000190,1,0.46291
5000190,2,0.46007
5000190,3,0.53819
5000190,4,0.63936
5000190,5,0.74258
5000190,6,0.74921
5000190,7,0.73485
5000190,8,0.62200
5000190,9,0.47396
5000190,10,0.38542
5000190,11,0.38258
5000190,12,0.41856
5000191,1,0.27500
5000191,2,0.27500
5000191,3,0.33125
5000191,4,0.42500
5000191,5,0.50625
5000191,6,0.53125
5000191,7,0.51875
5000191,8,0.43750
5000191,9,0.31250
5000191,10,0.23125
5000191,11,0.21875
5000191,12,0.24375
5000192,1,0.18775
5000192,2,0.18480
5000192,3,0.21667
5000192,4,0.26029
5000192,5,0.30784
5000192,6,0.31471
5000192,7,0.30049
5000192,8,0.25392
5000192,9,0.19461
5000192,10,0.15588
5000192,11,0.15637
5000192,12,0.17157
5000193,1,0.41994
5000193,2,0.37560
5000193,3,0.54203
5000193,4,0.49197
5000193,5,0.51324
5000193,6,0.38894
5000193,7,0.38975
5000193,8,0.39306
5000193,9,0.30387
5000193,10,0.30126
5000193,11,0.25602
5000193,12,0.34641
5000194,1,0.18750
5000194,2,0.18750
5000194,3,0.22083
5000194,4,0.26250
5000194,5,0.30417
5000194,6,0.30833
5000194,7,0.28333
5000194,8,0.25833
5000194,9,0.19583
5000194,10,0.14583
5000194,11,0.12917
5000194,12,0.16250
5000195,1,0.52169
5000195,2,0.51756
5000195,3,0.60640
5000195,4,0.73554
5000195,5,0.86260
5000195,6,0.85640
5000195,7,0.86674
5000195,8,0.74070
5000195,9,0.55475
5000195,10,0.44112
5000195,11,0.43388
5000195,12,0.47107
5000196,1,0.36250
5000196,2,0.36250
5000196,3,0.46250
5000196,4,0.53750
5000196,5,0.63750
5000196,6,0.61250
5000196,7,0.62500
5000196,8,0.51250
5000196,9,0.38750
5000196,10,0.30000
5000196,11,0.31250
5000196,12,0.33750
5000197,1,0.21742
5000197,2,0.17346
5000197,3,0.24830
5000197,4,0.32379
5000197,5,0.42012
5000197,6,0.52409
5000197,7,0.54666
5000197,8,0.41695
5000197,9,0.28319
5000197,10,0.20767
5000197,11,0.18428
5000197,12,0.19286
5000198,1,0.21742
5000198,2,0.17346
5000198,3,0.24830
5000198,4,0.32379
5000198,5,0.42012
5000198,6,0.52409
5000198,7,0.54666
5000198,8,0.41695
5000198,9,0.28319
5000198,10,0.20767
5000198,11,0.18428
5000198,12,0.19286
5000199,1,0.21742
5000199,2,0.17346
5000199,3,0.24830
5000199,4,0.32379
5000199,5,0.42012
5000199,6,0.52409
5000199,7,0.54666
5000199,8,0.41695
5000199,9,0.28319
5000199,10,0.20767
5000199,11,0.18428
5000199,12,0.19286
5000200,1,0.20238
5000200,2,0.20536
5000200,3,0.25000
5000200,4,0.33333
5000200,5,0.41071
5000200,6,0.42857
5000200,7,0.41667
5000200,8,0.35119
5000200,9,0.25595
5000200,10,0.18452
5000200,11,0.17857
5000200,12,0.18750
5000201,1,0.27893
5000201,2,0.27479
5000201,3,0.32645
5000201,4,0.39256
5000201,5,0.45661
5000201,6,0.46591
5000201,7,0.44731
5000201,8,0.38017
5000201,9,0.29029
5000201,10,0.22934
5000201,11,0.22727
5000201,12,0.24793
5000202,1,0.62500
5000202,2,0.62873
5000202,3,0.73694
5000202,4,0.88246
5000202,5,0.91791
5000202,6,0.91978
5000202,7,0.87500
5000202,8,0.79478
5000202,9,0.67537
5000202,10,0.61194
5000202,11,0.57649
5000202,12,0.63993
5000203,1,0.40536
5000203,2,0.33393
5000203,3,0.43036
5000203,4,0.62143
5000203,5,0.87143
5000203,6,0.82679
5000203,7,0.83214
5000203,8,0.74107
5000203,9,0.35179
5000203,10,0.27857
5000203,11,0.34107
5000203,12,0.40357
5000204,1,0.27027
5000204,2,0.25338
5000204,3,0.34459
5000204,4,0.29730
5000204,5,0.55405
5000204,6,0.58446
5000204,7,0.45608
5000204,8,0.40541
5000204,9,0.35473
5000204,10,0.27365
5000204,11,0.17230
5000204,12,0.20608
5000205,1,0.44886
5000205,2,0.44318
5000205,3,0.58902
5000205,4,0.60038
