project_id,technology,original_dataset_id,load_area,capacity_limit,capacity_limit_conversion,connect_cost_per_mw,location_id
23346,CSP_Trough_No_Storage,16674,NM_N,26.0645366062012,56.0706200180459,1277.67256326943,8687
25038,CSP_Trough_No_Storage,19624,WY_SE,64.5188610309296,51.8385589518088,27257.4631574809,8689
9842,Central_PV,19624,WY_SE,64.5188610309296,44.5879549892704,27257.4631574809,8689
17440,CSP_Trough_6h_Storage,19624,WY_SE,64.5188610309296,31.443331709071,27257.4631574809,8689
4573,Central_PV,5105,MT_SE,14.1462644614716,45.4892402896996,40061.880210927,8690
19769,CSP_Trough_No_Storage,5105,MT_SE,14.1462644614716,49.3558163742907,40061.880210927,8690
12171,CSP_Trough_6h_Storage,5105,MT_SE,14.1462644614716,29.8018965528569,40061.880210927,8690
15104,CSP_Trough_6h_Storage,15680,NM_S_TX_EPE,7.33527540301514,30.6841484460236,6660.78244055447,8691
7506,Central_PV,15680,NM_S_TX_EPE,7.33527540301514,41.5493359763948,6660.78244055447,8691
22702,CSP_Trough_No_Storage,15680,NM_S_TX_EPE,7.33527540301514,49.653080763313,6660.78244055447,8691
19219,CSP_Trough_No_Storage,3809,WY_SE,18.9484114079361,52.8353654146151,12126.3358443462,8692
4023,Central_PV,3809,WY_SE,18.9484114079361,44.4591999463519,12126.3358443462,8692
11621,CSP_Trough_6h_Storage,3809,WY_SE,18.9484114079361,31.5978852850393,12126.3358443462,8692
4363,Central_PV,4471,WY_NE,13.4132250831262,44.9999711266094,28253.4237415331,8693
19559,CSP_Trough_No_Storage,4471,WY_NE,13.4132250831262,49.3558163742907,28253.4237415331,8693
11961,CSP_Trough_6h_Storage,4471,WY_NE,13.4132250831262,30.3843051415072,28253.4237415331,8693
4397,Central_PV,4580,WY_NE,12.1012120978756,45.115845296699,23381.9100391855,8694
11995,CSP_Trough_6h_Storage,4580,WY_NE,12.1012120978756,29.8018965528569,23381.9100391855,8694
19593,CSP_Trough_No_Storage,4580,WY_NE,12.1012120978756,49.0621770402857,23381.9100391855,8694
12071,CSP_Trough_6h_Storage,4830,MT_SE,17.2940946072044,29.6263012742553,1127.67860093082,8695
4473,Central_PV,4830,MT_SE,17.2940946072044,45.3347342381974,1127.67860093082,8695
19669,CSP_Trough_No_Storage,4830,MT_SE,17.2940946072044,48.9521233644157,1127.67860093082,8695
7505,Central_PV,15675,NM_S_TX_EPE,54.9841961342773,41.5493359763949,556.195998369422,8696
22701,CSP_Trough_No_Storage,15675,NM_S_TX_EPE,54.9841961342773,48.9951876321283,556.195998369422,8696
15103,CSP_Trough_6h_Storage,15675,NM_S_TX_EPE,54.9841961342773,30.0253657937741,556.195998369422,8696
5936,Central_PV,11911,NM_N,1.0479716729126,42.5021232939914,3066.99378732776,8697
21132,CSP_Trough_No_Storage,11911,NM_N,1.0479716729126,54.9489369741219,3066.99378732776,8697
11483,CSP_Trough_6h_Storage,3635,WY_SE,19.1351523128052,32.0062732612398,16931.6775580772,8698
3885,Central_PV,3635,WY_SE,19.1351523128052,44.3046938948498,16931.6775580772,8698
17248,CSP_Trough_6h_Storage,19328,WY_SE,1.2697216653595,32.4670167009555,14228.1579282818,8765
19081,CSP_Trough_No_Storage,3635,WY_SE,19.1351523128052,52.9489854099824,16931.6775580772,8698
19746,CSP_Trough_No_Storage,5036,MT_SE,18.909923897316,48.7914185475458,25781.4541686971,8699
12148,CSP_Trough_6h_Storage,5036,MT_SE,18.909923897316,29.7316660155384,25781.4541686971,8699
4550,Central_PV,5036,MT_SE,18.909923897316,45.4554400010428,25781.4541686971,8699
2978,Wind,497,CO_SW,60,1,16689.4212426958,8700
19511,CSP_Trough_No_Storage,4344,WY_NE,30.7884711212463,49.5585399383051,16911.0634890523,8704
11913,CSP_Trough_6h_Storage,4344,WY_NE,30.7884711212463,29.8018965528569,16911.0634890523,8704
