ampl.tab 2 2
la_id	hour	la_demand_mwh	present_day_system_load
1	2020122513	0	0
1	2020122514	0	0
1	2020122515	0	0
1	2020122516	0	0
1	2020122517	0	0
1	2020122518	0	0
1	2020122519	0	0
1	2020122520	0	0
1	2020122521	0	0
1	2020122522	0	0
1	2020122523	0	0
1	2024011600	0	0
1	2024011601	0	0
1	2024011602	0	0
1	2024011603	0	0
1	2024011604	0	0
1	2024011605	0	0
1	2024011606	0	0
1	2024011607	0	0
1	2024011608	0	0
1	2024011609	0	0
1	2024011610	0	0
1	2024011611	0	0
1	2024011612	0	0
1	2024011613	0	0
1	2024011614	0	0
1	2024011615	0	0
1	2024011616	0	0
1	2024011617	0	0
1	2024011618	0	0
1	2024011619	0	0
1	2024011620	0	0
1	2024011621	0	0
1	2024011622	0	0
1	2024011623	0	0
1	2024011800	0	0
1	2024011801	0	0
1	2024011802	0	0
1	2024011803	0	0
1	2024011804	0	0
1	2024011805	0	0
1	2024011806	0	0
1	2024011807	0	0
1	2024011808	0	0
1	2024011809	0	0
1	2024011810	0	0
1	2024011811	0	0
1	2024011812	0	0
1	2024011813	0	0
1	2024011814	0	0
1	2024011815	0	0
1	2024011816	0	0
1	2024011817	0	0
1	2024011818	0	0
1	2024011819	0	0
1	2024011820	0	0
1	2024011821	0	0
1	2024011822	0	0
1	2024011823	0	0
1	2024022000	0	0
1	2024022001	0	0
1	2024022002	0	0
1	2024022003	0	0
1	2024022004	0	0
1	2024022005	0	0
1	2024022006	0	0
1	2024022007	0	0
1	2024022008	0	0
1	2024022009	0	0
1	2024022010	0	0
1	2024022011	0	0
1	2024022012	0	0
1	2024022013	0	0
1	2024022014	0	0
1	2024022015	0	0
1	2024022016	0	0
1	2024022017	0	0
1	2024022018	0	0
1	2024022019	0	0
1	2024022020	0	0
1	2024022021	0	0
1	2024022022	0	0
1	2024022023	0	0
1	2024022100	0	0
1	2024022101	0	0
1	2024022102	0	0
1	2024022103	0	0
1	2024022104	0	0
1	2024022105	0	0
1	2024022106	0	0
1	2024022107	0	0
1	2024022108	0	0
1	2024022109	0	0
1	2024022110	0	0
1	2024022111	0	0
1	2024022112	0	0
1	2024022113	0	0
1	2024022114	0	0
1	2024022115	0	0
1	2024022116	0	0
1	2024022117	0	0
1	2024022118	0	0
1	2024022119	0	0
1	2024022120	0	0
1	2024022121	0	0
1	2024022122	0	0
1	2024022123	0	0
1	2024030600	0	0
1	2024030601	0	0
1	2024030602	0	0
1	2024030603	0	0
1	2024030604	0	0
1	2024030605	0	0
1	2024030606	0	0
1	2024030607	0	0
