ampl.tab 4 1
project_id	la_id	technology	hour	capacity_factor
37	S19	Central_PV	2012010810	0.551485
36	S17	Central_PV	2012010810	0.61669
35	S17	Central_PV	2012010810	0.618535
34	S7	Wind	2012010810	0.128565
33	S7	Wind	2012010810	0.370795
32	S5	Wind	2012010810	0.17937
31	S5	Wind	2012010810	0.346622
29	S22	Wind	2012010810	0
25	S21	Wind	2012010810	0.0104846
23	S21	Wind	2012010810	0.0891735
22	S20	Wind	2012010810	0.0104864
21	S20	Wind	2012010810	0.0557174
20	S20	Wind	2012010810	0.0147337
19	S20	Wind	2012010810	0.0439197
16	S20	Wind	2012010810	0
15	S20	Wind	2012010810	0
12	S17	Wind	2012010810	0
11	S17	Wind	2012010810	0
8	S17	Wind	2012010810	0
7	S17	Wind	2012010810	0
6	S17	Wind	2012010810	0.0123728
4	S15	Wind	2012010810	0.0474509
3	S15	Wind	2012010810	0.202746
2	S15	Wind	2012010810	0.0436486
1	S14	Wind	2012010810	0.0521783
172	S4	Hydro_RoR	2012010814	0.535484
173	S4	Hydro_RoR	2012010814	0.535484
176	S4	Hydro_RoR	2012010814	0.535484
180	S8	Hydro_RoR	2012010814	0
181	S8	Hydro_RoR	2012010814	0
188	S8	Hydro_RoR	2012010814	0
174	S4	Hydro_RoR	2012010814	0.7
175	S4	Hydro_RoR	2012010814	0.7
185	S8	Hydro_RoR	2012010814	0.417582
125	S1	Hydro_RoR	2012010814	0.267857
137	S1	Hydro_RoR	2012010814	0.267857
124	S1	Hydro_RoR	2012010814	0.267857
128	S1	Hydro_RoR	2012010814	0.267857
135	S1	Hydro_RoR	2012010814	0.267857
132	S1	Hydro_RoR	2012010814	0.267857
122	S1	Hydro_RoR	2012010814	0.267857
138	S11	Hydro_RoR	2012010814	1
171	S4	Hydro_RoR	2012010814	1
191	S8	Hydro_RoR	2012010814	0.55
183	S8	Hydro_RoR	2012010814	0.55
178	S7	Hydro_RoR	2012010814	0.373333
141	S15	Hydro_RoR	2012010814	0.373333
129	S1	Hydro_RoR	2012010814	0.480226
133	S1	Hydro_RoR	2012010814	0.480226
134	S1	Hydro_RoR	2012010814	0.480226
115	S1	Hydro_RoR	2012010814	0.480226
114	S1	Hydro_RoR	2012010814	0.480226
123	S1	Hydro_RoR	2012010814	0.480226
126	S1	Hydro_RoR	2012010814	0.480226
127	S1	Hydro_RoR	2012010814	0.480226
117	S1	Hydro_RoR	2012010814	0.480226
119	S1	Hydro_RoR	2012010814	0.242105
193	S8	Hydro_RoR	2012010814	0.242105
189	S8	Hydro_RoR	2012010814	0.242105
182	S8	Hydro_RoR	2012010814	1
179	S8	Hydro_RoR	2012010814	1
184	S8	Hydro_RoR	2012010814	1
136	S1	Hydro_RoR	2012010814	0.503125
131	S1	Hydro_RoR	2012010814	0.503125
121	S1	Hydro_RoR	2012010814	0.503125
120	S1	Hydro_RoR	2012010814	0.503125
130	S1	Hydro_RoR	2012010814	0.503125
116	S1	Hydro_RoR	2012010814	0.436531
113	S1	Hydro_RoR	2012010814	0.436531
169	S18	Hydro_RoR	2012010814	0
167	S18	Hydro_RoR	2012010814	0
165	S18	Hydro_RoR	2012010814	0
146	S18	Hydro_RoR	2012010814	0
170	S18	Hydro_RoR	2012010814	0
112	1	Hydro_RoR	2012010814	0
111	1	Hydro_RoR	2012010814	0
144	S18	Hydro_RoR	2012010814	0
142	S18	Hydro_RoR	2012010814	0
157	S18	Hydro_RoR	2012010814	0
140	S12	Hydro_RoR	2012010814	0
139	S12	Hydro_RoR	2012010814	0
148	S18	Hydro_RoR	2012010814	0
159	S18	Hydro_RoR	2012010814	0
155	S18	Hydro_RoR	2012010814	0
