ampl.tab 2 2
load_area	hour	system_load	present_day_system_load
WY_SE	2050122816	1150	788
WY_SW	2050122816	323	222
AZ_APS_E	2050122820	245	168
AZ_APS_N	2050122820	761	521
AZ_APS_SW	2050122820	652	447
AZ_NM_N	2050122820	485	332
AZ_NW	2050122820	694	476
AZ_PHX	2050122820	6479	4439
AZ_SE	2050122820	3566	2443
CAN_ALB	2050122820	12413	8505
CAN_BC	2050122820	13034	8930
CA_IID	2050122820	502	344
CA_LADWP	2050122820	5741	3933
CA_PGE_BAY	2050122820	7598	5206
CA_PGE_CEN	2050122820	5369	3679
CA_PGE_N	2050122820	4906	3361
CA_PGE_S	2050122820	1867	1279
CA_SCE_CEN	2050122820	3265	2237
CA_SCE_S	2050122820	16952	11614
CA_SCE_SE	2050122820	52	36
CA_SCE_VLY	2050122820	684	469
CA_SDGE	2050122820	4137	2834
CA_SMUD	2050122820	2713	1859
CO_DEN	2050122820	6718	4603
CO_E	2050122820	3823	2619
CO_NW	2050122820	1217	834
CO_SW	2050122820	1173	804
ID_E	2050122820	1554	1065
ID_S_OR_E	2050122820	3019	2069
MEX_BAJA	2050122820	1580	1083
MT_NE	2050122820	507	347
MT_NW	2050122820	853	584
MT_SE	2050122820	509	349
MT_SW	2050122820	761	521
NM_N	2050122820	1326	908
NM_S_TX_EPE	2050122820	1404	962
NV_N	2050122820	2162	1482
NV_S	2050122820	3730	2555
OR_E	2050122820	892	611
OR_PDX	2050122820	5518	3781
OR_W	2050122820	5064	3469
OR_WA_BPA	2050122820	2202	1509
UT_N	2050122820	6296	4313
UT_S	2050122820	1649	1130
WA_ID_AVA	2050122820	3051	2091
WA_N_CEN	2050122820	1517	1040
WA_SEATAC	2050122820	7682	5263
WA_W	2050122820	4644	3182
WY_NE	2050122820	988	677
WY_NW	2050122820	323	221
WY_SE	2050122820	1095	751
WY_SW	2050122820	305	209
