ampl.tab 3 4
load_area	hydro_project_id	date	technology	technology_id	capacity_mw	avg_output
OR_PDX	1207959589	45051221	Hydro_NonPumped	15	1351.6	719.08876344086
OR_W	1207959590	15041208	Hydro_NonPumped	15	973.5	479.921559139785
OR_W	1207959590	35051208	Hydro_NonPumped	15	973.5	375.749166666667
OR_W	1207959590	25051201	Hydro_NonPumped	15	973.5	375.749166666667
OR_W	1207959590	45051221	Hydro_NonPumped	15	973.5	375.749166666667
OR_W	1207959590	35051218	Hydro_NonPumped	15	973.5	375.749166666667
OR_W	1207959590	25051215	Hydro_NonPumped	15	973.5	375.749166666667
OR_W	1207959590	15051216	Hydro_NonPumped	15	973.5	375.749166666667
OR_W	1207959590	45051217	Hydro_NonPumped	15	973.5	375.749166666667
OR_WA_BPA	1207959591	15041208	Hydro_NonPumped	15	6897.1	3292.7452688172
OR_WA_BPA	1207959591	25051215	Hydro_NonPumped	15	6897.1	2903.21698924731
OR_WA_BPA	1207959591	15051216	Hydro_NonPumped	15	6897.1	2903.21698924731
OR_WA_BPA	1207959591	45051217	Hydro_NonPumped	15	6897.1	2903.21698924731
OR_WA_BPA	1207959591	35051208	Hydro_NonPumped	15	6897.1	2903.21698924731
OR_WA_BPA	1207959591	25051201	Hydro_NonPumped	15	6897.1	2903.21698924731
OR_WA_BPA	1207959591	45051221	Hydro_NonPumped	15	6897.1	2903.21698924731
OR_WA_BPA	1207959591	35051218	Hydro_NonPumped	15	6897.1	2903.21698924731
UT_N	1207959592	15041208	Hydro_NonPumped	15	239.8	36.6718279569892
UT_N	1207959592	25051201	Hydro_NonPumped	15	239.8	75.9732930107527
UT_N	1207959592	45051221	Hydro_NonPumped	15	239.8	75.9732930107527
UT_N	1207959592	35051218	Hydro_NonPumped	15	239.8	75.9732930107527
UT_N	1207959592	25051215	Hydro_NonPumped	15	239.8	75.9732930107527
UT_N	1207959592	15051216	Hydro_NonPumped	15	239.8	75.9732930107527
UT_N	1207959592	45051217	Hydro_NonPumped	15	239.8	75.9732930107527
UT_N	1207959592	35051208	Hydro_NonPumped	15	239.8	75.9732930107527
UT_S	1207959593	15041208	Hydro_NonPumped	15	14.3	4.41900537634409
UT_S	1207959593	25051215	Hydro_NonPumped	15	14.3	6.7520564516129
UT_S	1207959593	15051216	Hydro_NonPumped	15	14.3	6.7520564516129
